0.333333,0.182166
0.666667,0.180444
1,0.17924
1.33333,0.176829
1.66667,0.17673
2,0.176925
2.33333,0.176789
2.66667,0.17712
3,0.177873
3.33333,0.178858
3.66667,0.179814
4,0.225
4.33333,0.282676
4.66667,0.29505
5,0.263379
5.33333,0.236087
5.66667,0.222011
6,0.242826
6.33333,0.332102
6.66667,0.384174
7,0.388064
7.33333,0.308034
7.66667,0.263901
8,0.247808
8.33333,0.237805
8.66667,0.231771
9,0.218329
9.33333,0.201622
9.66667,0.192866
10,0.185661
10.3333,0.184704
10.6667,0.185075
11,0.183891
11.3333,0.185183
11.6667,0.186131
12,0.184298
12.3333,0.184923
12.6667,0.184688
13,0.185151
13.3333,0.187227
13.6667,0.186087
14,0.186813
14.3333,0.187255
14.6667,0.187319
15,0.186637
15.3333,0.186271
15.6667,0.186099
16,0.186908
16.3333,0.185446
16.6667,0.1858
17,0.188219
17.3333,0.186577
17.6667,0.186964
18,0.186836
18.3333,0.186948
18.6667,0.184254
19,0.223557
19.3333,0.305097
19.6667,0.329906
20,0.281261
20.3333,0.250849
20.6667,0.257799
21,0.276973
21.3333,0.289335
21.6667,0.278559
22,0.25697
22.3333,0.239726
22.6667,0.227901
23,0.221772
23.3333,0.219452
23.6667,0.212645
24,0.205994
24.3333,0.202383
24.6667,0.201048
25,0.196214
25.3333,0.191551
25.6667,0.189889
26,0.201315
26.3333,0.234971
26.6667,0.245365
27,0.204197
27.3333,0.233238
27.6667,0.370449
28,0.435569
28.3333,0.422063
28.6667,0.410792
29,0.432899
29.3333,0.44509
29.6667,0.453356
30,0.452881
30.3333,0.428025
30.6667,0.424107
31,0.414319
31.3333,0.391228
31.6667,0.379695
32,0.368181
32.3333,0.360892
32.6667,0.365296
33,0.367914
33.3333,0.369046
33.6667,0.369138
34,0.369668
34.3333,0.369648
34.6667,0.357628
35,0.355982
35.3333,0.351829
35.6667,0.349916
36,0.349693
36.3333,0.34882
36.6667,0.349494
37,0.349095
37.3333,0.34833
37.6667,0.347924
38,0.348653
38.3333,0.353121
38.6667,0.355707
39,0.352941
39.3333,0.349259
39.6667,0.34613
40,0.343097
40.3333,0.340292
40.6667,0.335852
41,0.334828
41.3333,0.32759
41.6667,0.327184
42,0.3262
42.3333,0.323661
42.6667,0.326008
43,0.328105
43.3333,0.355125
43.6667,0.355002
44,0.340854
44.3333,0.33757
44.6667,0.330591
45,0.331588
45.3333,0.329798
45.6667,0.330787
46,0.331301
46.3333,0.330731
46.6667,0.33146
47,0.331197
47.3333,0.331946
47.6667,0.331106
48,0.327981
48.3333,0.32759
48.6667,0.327228
49,0.328001
49.3333,0.329005
49.6667,0.329898
50,0.330101
50.3333,0.332991
50.6667,0.333118
51,0.337076
51.3333,0.342057
51.6667,0.370309
52,0.358644
52.3333,0.369329
52.6667,0.3597
53,0.345811
53.3333,0.345034
53.6667,0.342081
54,0.341121
54.3333,0.34941
54.6667,0.361422
