0.333333,0.0446517
0.666667,0.00563925
1,0.0439662
1.33333,0.0859118
1.66667,0.0802846
2,0.0562131
2.33333,0.0708353
2.66667,0.0822971
3,0.082058
3.33333,0.0309581
3.66667,0.0342021
4,0.0216683
4.33333,0.00312052
4.66667,0.0158776
5,0.0331699
5.33333,0.0185238
5.66667,0.0112386
6,0.0153914
6.33333,0.0372469
6.66667,0.0659015
7,0.0977323
7.33333,0.070656
7.66667,0.07174
8,0.110677
8.33333,0.126239
8.66667,0.160079
9,0.151255
9.33333,0.121828
9.66667,0.100582
10,0.0902838
10.3333,0.07337
10.6667,0.0792563
11,0.0526423
11.3333,0.0626495
11.6667,0.060318
12,0.0349235
12.3333,0.0212378
12.6667,0.0108839
13,0.00930974
13.3333,0.00627292
13.6667,0.00906265
14,0.00764786
14.3333,0.00732504
14.6667,0.000713375
15,0.00322414
15.3333,0.0070102
15.6667,0.00351905
16,0.00768771
16.3333,0.0146262
16.6667,0.0166348
17,0.0103101
17.3333,0.00879563
17.6667,0.0176471
18,0.0201538
18.3333,0.0150128
18.6667,0.00933365
19,0.00374223
19.3333,0.00914236
19.6667,0.0185956
20,0.0276702
20.3333,0.0280687
20.6667,0.0340069
21,0.0171449
21.3333,0.00592619
21.6667,0.00710585
22,0.0121353
22.3333,0.0117249
22.6667,0.0104974
23,0.0103419
23.3333,0.00819385
23.6667,0.0162442
24,0.0313965
24.3333,0.0352264
24.6667,0.0337757
25,0.0348916
25.3333,0.0327913
25.6667,0.026642
26,0.0193329
26.3333,0.00798661
26.6667,0.0339032
27,0.055173
27.3333,0.0600311
27.6667,0.0683804
28,0.103212
28.3333,0.0863941
28.6667,0.156624
29,0.198035
29.3333,0.201319
29.6667,0.186701
30,0.223932
30.3333,0.256229
30.6667,0.285509
31,0.265599
31.3333,0.150251
31.6667,0.107217
32,0.110218
32.3333,0.123418
32.6667,0.0663239
33,0.00609756
33.3333,0.000378607
33.6667,0.00077714
34,0.0033437
34.3333,0.0355532
34.6667,0.0780966
35,0.0745218
35.3333,0.0837319
35.6667,0.0912841
36,0.0853419
36.3333,0.103296
36.6667,0.0915949
37,0.0728599
37.3333,0.036693
37.6667,0.00267416
38,0.000251076
38.3333,0
38.6667,0
39,0
39.3333,0.0109158
39.6667,0.0145186
40,0.00194883
40.3333,0.0269648
40.6667,0.00149051
41,0.0441336
41.3333,0.0447792
41.6667,0.0315718
42,0.017659
42.3333,0.0163678
42.6667,0.0213534
43,0.0322971
43.3333,0.0424637
43.6667,0.0418978
44,0.0437908
44.3333,0.0507014
44.6667,0.0530687
45,0.0482943
45.3333,0.0553523
45.6667,0.0692093
46,0.0701259
46.3333,0.0813128
46.6667,0.0781524
47,0.085055
47.3333,0.074446
47.6667,0.0193329
48,0.0348398
48.3333,0.00431612
48.6667,0.000669536
49,0.000354695
49.3333,0.0020923
49.6667,0.00558345
50,0.000553961
50.3333,0
50.6667,0
51,0.000462299
51.3333,0.000374621
51.6667,0.000876773
52,0.000274988
52.3333,8.3692e-05
52.6667,0
53,9.96333e-05
53.3333,0
53.6667,0
54,0
54.3333,0
54.6667,0
55,0.00824964
55.3333,0.0071457
55.6667,0.00109198
56,0.00999522
56.3333,0.0537701
56.6667,0.020927
57,0.0175713
57.3333,0.0126694
57.6667,0.0126335
58,0.0142635
58.3333,0.00346326
58.6667,0.0226287
59,0.00182927
59.3333,0.00179739
59.6667,0.00150247
60,0.00115575
60.3333,0.00135501
60.6667,0.00830544
61,0.00324406
61.3333,0.0148533
61.6667,0.00269409
62,0.00665551
62.3333,0.000195281
62.6667,0.0129484
63,0.00954886
63.3333,0.00983979
63.6667,0.0164395
64,0.000278973
64.3333,0.000330783
64.6667,0.000251076
65,0.00216005
65.3333,0.0221585
65.6667,0.0182289
66,0.0138769
66.3333,0.00573888
66.6667,0.00521282
67,0.0135222
67.3333,0.0255978
67.6667,0.0118723
68,0.0147936
68.3333,0.0132273
68.6667,0.0111709
69,0.0135023
69.3333,0.000422445
69.6667,0.0170811
70,0.0226606
70.3333,0.0202575
70.6667,0.032604
71,0.0169098
71.3333,0.0141081
71.6667,0.0148533
72,0.00734896
72.3333,0.0120118
72.6667,0.0157779
73,0.00669138
73.3333,0.00877571
73.6667,0.0202415
74,0.0225729
74.3333,0.0250199
74.6667,0.0143273
75,0.0174438
75.3333,0.024996
75.6667,0.0160609
76,0.024462
76.3333,0.0195122
76.6667,0.0202853
77,0.0184481
77.3333,0.0350709
77.6667,0.0239359
78,0.0230193
78.3333,0.019568
78.6667,0.0212737
79,0.0367169
79.3333,0.0279173
79.6667,0.0220429
80,0.017938
80.3333,0.0106727
80.6667,0.0167902
81,0.0139527
81.3333,0.0153276
81.6667,0.0150008
82,0.0254583
82.3333,0.0400446
82.6667,0.0336561
83,0.0298382
83.3333,0.0325721
83.6667,0.0346365
84,0.0456879
84.3333,0.0262195
84.6667,0.0263231
85,0.0300375
85.3333,0.0329627
85.6667,0.0235015
86,0.0220309
86.3333,0.0239638
86.6667,0.0295313
87,0.0197991
87.3333,0.0188546
87.6667,0.0273992
88,0.0260163
88.3333,0.0177308
88.6667,0.0140324
89,0.0188825
89.3333,0.0127889
89.6667,0.00451538
90,0.00427626
90.3333,0.00104416
90.6667,0.0152001
91,0.0196676
91.3333,0.0252869
91.6667,0.0214889
92,0.022015
92.3333,0.0128926
92.6667,0.017934
93,0.0197274
93.3333,0.00653993
93.6667,0.00762394
94,0.0122987
94.3333,0.00441974
94.6667,0.00130719
95,0.00186115
95.3333,0.00889128
95.6667,0.0742986
96,0.0854416
96.3333,0.093484
96.6667,0.191511
97,0.216248
97.3333,0.189495
97.6667,0.22052
98,0.162327
98.3333,0.273087
98.6667,0.00754822
99,0.225219
99.3333,0.237717
99.6667,0.279862
100,0.154412
100.333,0.199773
100.667,0.355823
101,0.41402
101.333,0.414116
101.667,0.484417
102,0.576801
102.333,0.129105
102.667,0.54998
103,0.543464
103.333,0.350925
103.667,0.396537
104,0.20041
104.333,0.166822
104.667,0.113395
105,0.0435079
105.333,0.156536
105.667,0.376295
106,0.145891
106.333,0.196385
106.667,0.139881
107,0.394911
107.333,0.201762
107.667,0.351498
108,0.446314
108.333,0.438112
108.667,0.419739
109,0.364542
